CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Customer_Segment
13748.0,96,5,948.2499999999999,2,4,4,244,Others
13750.0,54,5,1647.26,3,4,4,344,Others
13751.0,288,1,296.25,1,1,2,112,Others
13752.0,124,6,1186.28,2,5,4,254,Others
13753.0,288,1,741.26,1,1,3,113,Others
13754.0,152,2,282.6,2,3,2,232,Others
13755.0,4,9,2161.35,5,5,5,555,Champions
13756.0,2,14,5189.52,5,5,5,555,Champions
13758.0,12,7,3190.55,5,5,5,555,Champions
13759.0,33,2,659.41,3,3,3,333,Others
13760.0,54,2,286.78999999999996,3,3,2,332,Others
13761.0,50,2,1070.65,3,3,4,334,Others
13762.0,219,1,306.72,1,1,2,112,Others
13763.0,63,1,1714.9599999999998,3,1,4,314,Others
13764.0,71,3,1521.7600000000002,3,3,4,334,Others
13767.0,2,37,17220.36,5,5,5,555,Champions
13769.0,2,10,2796.51,5,5,5,555,Champions
13771.0,64,4,2634.45,3,4,5,345,Others
13772.0,34,3,1132.13,3,3,4,334,Others
13774.0,82,1,345.0,2,1,2,212,Others
13777.0,1,33,25977.160000000003,5,5,5,555,Champions
13778.0,103,1,178.7,2,1,1,211,Others
13780.0,7,2,360.01000000000005,5,3,2,532,Others
13781.0,251,1,127.84,1,1,1,111,Lost Customers
13782.0,13,6,912.0,5,5,3,553,Others
13784.0,10,11,2462.7899999999995,5,5,5,555,Champions
13786.0,367,1,230.4,1,1,1,111,Lost Customers
13787.0,76,2,309.04,2,3,2,232,Others
13790.0,4,1,348.79999999999995,5,1,2,512,Others
13791.0,128,2,1516.0,2,3,4,234,Others
13792.0,66,2,195.54999999999995,3,3,1,331,Others
13798.0,1,57,37153.85,5,5,5,555,Champions
13799.0,117,2,688.8600000000001,2,3,3,233,Others
13800.0,310,1,558.32,1,1,3,113,Others
13801.0,67,1,324.79999999999995,3,1,2,312,Others
13802.0,139,3,4599.42,2,3,5,235,Others
13803.0,255,1,277.07000000000005,1,1,2,112,Others
13804.0,31,7,2635.79,4,5,5,455,Potential Loyalists
13805.0,52,2,924.5999999999999,3,3,3,333,Others
13806.0,64,1,256.38,3,1,2,312,Others
13807.0,367,1,112.6,1,1,1,111,Lost Customers
13808.0,6,5,1747.6600000000003,5,4,4,544,Loyal Customers
13809.0,305,1,155.05,1,1,1,111,Lost Customers
13810.0,29,3,1499.0100000000002,4,3,4,434,Others
13811.0,184,3,814.5,1,3,3,133,Others
13812.0,42,3,539.0,3,3,3,333,Others
13813.0,40,4,1366.8600000000001,3,4,4,344,Others
13814.0,92,2,1579.1200000000001,2,3,4,234,Others
13815.0,22,4,4027.36,4,4,5,445,Others
13816.0,24,2,571.6700000000001,4,3,3,433,Others
13817.0,29,2,382.97999999999996,4,3,2,432,Others
13819.0,302,3,1140.35,1,3,4,134,Others
13821.0,145,2,385.64,2,3,2,232,Others
13822.0,6,2,632.0,5,3,3,533,Others
13823.0,19,2,957.66,4,3,4,434,Others
13824.0,33,5,1698.94,3,4,4,344,Others
13826.0,176,1,189.5,2,1,1,211,Others
13827.0,58,3,412.05,3,3,2,332,Others
13828.0,22,1,209.49000000000004,4,1,1,411,Others
13831.0,16,6,2202.99,4,5,5,455,Potential Loyalists
13832.0,19,1,52.199999999999996,4,1,1,411,Others
13833.0,159,1,384.7999999999999,2,1,2,212,Others
13835.0,25,4,834.57,4,4,3,443,Others
13837.0,212,2,271.24,1,3,2,132,Others
13838.0,6,4,691.7299999999999,5,4,3,543,Others
13841.0,253,1,85.0,1,1,1,111,Lost Customers
13842.0,59,9,3385.6200000000003,3,5,5,355,New Customers
13844.0,11,1,361.62,5,1,2,512,Others
13845.0,65,1,312.98,3,1,2,312,Others
13846.0,25,3,865.0600000000002,4,3,3,433,Others
13848.0,92,3,1255.0,2,3,4,234,Others
13849.0,52,2,1537.95,3,3,4,334,Others
13850.0,129,1,1595.4800000000002,2,1,4,214,Others
13851.0,96,3,2651.4599999999996,2,3,5,235,Others
13853.0,57,1,1090.1399999999999,3,1,4,314,Others
13854.0,9,25,8109.52,5,5,5,555,Champions
13856.0,169,3,388.5,2,3,2,232,Others
13858.0,57,1,216.17000000000002,3,1,1,311,Others
13859.0,326,1,201.16,1,1,1,111,Lost Customers
13860.0,1,5,1245.9,5,4,4,544,Loyal Customers
13862.0,18,8,2209.36,4,5,5,455,Potential Loyalists
13863.0,248,1,305.78,1,1,2,112,Others
13865.0,58,4,501.56,3,4,3,343,Others
13866.0,74,1,145.67,2,1,1,211,Others
13867.0,31,3,1015.29,4,3,4,434,Others
13868.0,7,2,3192.54,5,3,5,535,Others
13869.0,123,4,3104.95,2,4,5,245,Others
13870.0,2,8,2770.94,5,5,5,555,Champions
13871.0,23,13,6403.25,4,5,5,455,Potential Loyalists
13873.0,120,3,389.59999999999997,2,3,2,232,Others
13874.0,358,1,540.45,1,1,3,113,Others
13875.0,54,5,1786.79,3,4,4,344,Others
13876.0,64,1,122.69999999999999,3,1,1,311,Others
13877.0,86,1,117.24000000000001,2,1,1,211,Others
13878.0,55,1,1281.53,3,1,4,314,Others
13880.0,21,13,3219.7700000000004,4,5,5,455,Potential Loyalists
13881.0,4,20,17159.52,5,5,5,555,Champions
13882.0,3,5,1191.13,5,4,4,544,Loyal Customers
13883.0,11,5,2674.48,5,4,5,545,Others
13884.0,7,5,787.6000000000001,5,4,3,543,Others
13885.0,189,2,506.8,1,3,3,133,Others
13886.0,71,1,243.56,3,1,1,311,Others
13887.0,204,1,349.54999999999995,1,1,2,112,Others
13888.0,120,2,605.63,2,3,3,233,Others
13889.0,93,1,416.9,2,1,2,212,Others
13890.0,1,10,1883.8100000000004,5,5,4,554,Others
13892.0,27,4,632.97,4,4,3,443,Others
13893.0,298,1,821.1000000000001,1,1,3,113,Others
13894.0,24,3,564.6200000000001,4,3,3,433,Others
13895.0,28,4,2593.0699999999997,4,4,5,445,Others
13897.0,50,1,311.15999999999997,3,1,2,312,Others
13898.0,326,1,155.93,1,1,1,111,Lost Customers
13899.0,16,2,388.52,4,3,2,432,Others
13900.0,183,3,740.9499999999999,1,3,3,133,Others
13901.0,72,5,2867.2,2,4,5,245,Others
13904.0,37,2,332.64000000000004,3,3,2,332,Others
13908.0,80,4,2369.55,2,4,5,245,Others
13911.0,57,9,2580.91,3,5,5,355,New Customers
13914.0,12,2,626.45,5,3,3,533,Others
13917.0,50,2,272.03999999999996,3,3,2,332,Others
13918.0,50,2,1212.8400000000004,3,3,4,334,Others
13919.0,59,2,384.81000000000006,3,3,2,332,Others
13922.0,352,1,172.24999999999997,1,1,1,111,Lost Customers
13923.0,54,1,351.13000000000005,3,1,2,312,Others
13924.0,2,6,1838.85,5,5,4,554,Others
13925.0,93,4,678.25,2,4,3,243,Others
13926.0,23,1,223.85000000000002,4,1,1,411,Others
13927.0,75,1,348.99000000000007,2,1,2,212,Others
13928.0,11,4,464.57,5,4,2,542,Others
13929.0,169,2,842.65,2,3,3,233,Others
13930.0,58,2,337.34,3,3,2,332,Others
13931.0,96,2,1237.53,2,3,4,234,Others
13932.0,295,1,307.4,1,1,2,112,Others
13933.0,109,2,608.7899999999998,2,3,3,233,Others
13934.0,264,1,922.0999999999999,1,1,3,113,Others
13936.0,180,1,376.5799999999999,1,1,2,112,Others
13937.0,169,1,158.85,2,1,1,211,Others
13938.0,35,1,71.66,3,1,1,311,Others
13939.0,23,3,568.55,4,3,3,433,Others
13940.0,17,4,839.14,4,4,3,443,Others
13941.0,22,5,5112.96,4,4,5,445,Others
13946.0,79,3,561.57,2,3,3,233,Others
13947.0,65,1,90.6,3,1,1,311,Others
13948.0,361,1,101.99999999999999,1,1,1,111,Lost Customers
13949.0,3,6,2427.3199999999997,5,5,5,555,Champions
13950.0,11,4,745.0600000000001,5,4,3,543,Others
13951.0,176,3,674.4499999999998,2,3,3,233,Others
13952.0,218,2,3251.071,1,3,5,135,Others
13953.0,7,7,3515.6799999999994,5,5,5,555,Champions
13954.0,2,2,439.92,5,3,2,532,Others
13955.0,154,2,322.96,2,3,2,232,Others
13956.0,5,5,1026.42,5,4,4,544,Loyal Customers
13959.0,79,3,598.1999999999999,2,3,3,233,Others
13960.0,21,2,230.22,4,3,1,431,Others
13962.0,22,2,169.55,4,3,1,431,Others
13963.0,308,4,664.5400000000001,1,4,3,143,Others
13967.0,146,1,80.7,2,1,1,211,Others
13969.0,7,18,9053.939999999999,5,5,5,555,Champions
13971.0,19,8,2758.26,4,5,5,455,Potential Loyalists
13972.0,71,2,190.25000000000003,3,3,1,331,Others
13973.0,287,1,264.7,1,1,2,112,Others
13974.0,49,1,413.59,3,1,2,312,Others
13975.0,31,6,2526.2799999999997,4,5,5,455,Potential Loyalists
13976.0,207,1,357.98,1,1,2,112,Others
13978.0,15,2,196.79,4,3,1,431,Others
13979.0,73,1,869.8699999999998,2,1,3,213,Others
13980.0,60,1,200.14000000000001,3,1,1,311,Others
13982.0,39,4,1871.81,3,4,4,344,Others
13983.0,30,12,2603.4300000000003,4,5,5,455,Potential Loyalists
13984.0,27,5,920.51,4,4,3,443,Others
13985.0,4,15,7060.13,5,5,5,555,Champions
13986.0,17,1,320.46000000000004,4,1,2,412,Others
13988.0,20,6,4147.96,4,5,5,455,Potential Loyalists
13989.0,66,2,1266.08,3,3,4,334,Others
13990.0,213,1,311.3,1,1,2,112,Others
13991.0,12,6,855.9700000000001,5,5,3,553,Others
13992.0,30,1,76.8,4,1,1,411,Others
13993.0,43,9,3466.3600000000006,3,5,5,355,New Customers
13994.0,4,6,2313.1400000000003,5,5,5,555,Champions
13995.0,15,5,1393.69,4,4,4,444,Others
13999.0,10,12,3901.81,5,5,5,555,Champions
14000.0,211,1,635.6600000000001,1,1,3,113,Others
14001.0,46,3,2043.0800000000002,3,3,4,334,Others
14002.0,134,2,529.7299999999999,2,3,3,233,Others
14004.0,43,7,4582.639999999999,3,5,5,355,New Customers
14005.0,10,5,2874.72,5,4,5,545,Others
14006.0,116,3,962.1899999999999,2,3,4,234,Others
14009.0,198,2,695.6099999999999,1,3,3,133,Others
14012.0,278,1,328.8,1,1,2,112,Others
14013.0,110,3,473.02,2,3,2,232,Others
14014.0,77,1,505.18,2,1,3,213,Others
14015.0,53,1,917.34,3,1,3,313,Others
14016.0,162,4,4341.21,2,4,5,245,Others
14019.0,47,3,1421.61,3,3,4,334,Others
14020.0,17,2,642.8000000000001,4,3,3,433,Others
14021.0,155,3,631.9000000000001,2,3,3,233,Others
14022.0,225,1,440.0,1,1,2,112,Others
14023.0,7,2,584.0699999999999,5,3,3,533,Others
14024.0,122,2,327.70000000000005,2,3,2,232,Others
14027.0,61,1,104.82000000000002,3,1,1,311,Others
14029.0,63,2,467.66,3,3,2,332,Others
14030.0,18,8,2360.0899999999997,4,5,5,455,Potential Loyalists
14031.0,7,19,17286.86,5,5,5,555,Champions
14032.0,2,11,2975.59,5,5,5,555,Champions
14034.0,22,3,651.8199999999999,4,3,3,433,Others
14035.0,29,5,1428.0200000000002,4,4,4,444,Others
14036.0,285,1,626.65,1,1,3,113,Others
14037.0,176,2,147.2,2,3,1,231,Others
14038.0,78,3,1560.3799999999994,2,3,4,234,Others
14039.0,33,1,152.2,3,1,1,311,Others
14040.0,41,12,3614.92,3,5,5,355,New Customers
14041.0,266,1,141.41,1,1,1,111,Lost Customers
14044.0,27,4,652.8199999999999,4,4,3,443,Others
14045.0,109,4,1659.75,2,4,4,244,Others
14046.0,284,1,154.99,1,1,1,111,Lost Customers
14047.0,9,5,1308.6100000000001,5,4,4,544,Loyal Customers
14048.0,305,1,409.93,1,1,2,112,Others
14049.0,17,4,5681.72,4,4,5,445,Others
14050.0,32,2,746.3599999999999,4,3,3,433,Others
14051.0,1,23,15610.390000000003,5,5,5,555,Champions
14052.0,20,1,225.36,4,1,1,411,Others
14053.0,124,2,260.25,2,3,2,232,Others
14054.0,65,1,92.46,3,1,1,311,Others
14055.0,106,1,725.6400000000001,2,1,3,213,Others
14056.0,1,23,8214.65,5,5,5,555,Champions
14057.0,24,17,6217.959999999999,4,5,5,455,Potential Loyalists
14059.0,267,1,183.6,1,1,1,111,Lost Customers
14060.0,5,19,6140.42,5,5,5,555,Champions
14062.0,10,12,10464.850000000002,5,5,5,555,Champions
14064.0,29,5,1353.74,4,4,4,444,Others
14066.0,267,1,152.55,1,1,1,111,Lost Customers
14067.0,64,2,374.7,3,3,2,332,Others
14068.0,320,1,265.85,1,1,2,112,Others
14071.0,4,8,1438.8200000000002,5,5,4,554,Others
14073.0,32,1,151.04,4,1,1,411,Others
14075.0,5,3,942.26,5,3,4,534,Others
14076.0,129,1,122.47,2,1,1,211,Others
14077.0,41,5,499.4200000000001,3,4,3,343,Others
14078.0,102,6,1049.37,2,5,4,254,Others
14079.0,125,1,375.0999999999999,2,1,2,212,Others
14080.0,33,1,45.599999999999994,3,1,1,311,Others
14081.0,302,2,934.52,1,3,3,133,Others
14082.0,365,1,182.24999999999997,1,1,1,111,Lost Customers
14083.0,4,9,1018.4300000000001,5,5,4,554,Others
14085.0,2,18,4448.540000000001,5,5,5,555,Champions
14087.0,3,1,194.42,5,1,1,511,Others
14088.0,10,13,50491.81,5,5,5,555,Champions
14089.0,57,1,161.0,3,1,1,311,Others
14090.0,325,1,76.32000000000001,1,1,1,111,Lost Customers
14092.0,8,14,4076.91,5,5,5,555,Champions
14093.0,12,1,442.84999999999997,5,1,2,512,Others
14096.0,4,17,65164.79,5,5,5,555,Champions
14098.0,37,1,147.34999999999997,3,1,1,311,Others
14099.0,16,11,3104.17,4,5,5,455,Potential Loyalists
14100.0,138,1,194.90000000000003,2,1,1,211,Others
14101.0,74,6,5976.790000000001,2,5,5,255,Others
14102.0,5,5,1360.28,5,4,4,544,Loyal Customers
14104.0,155,2,216.20999999999998,2,3,1,231,Others
14105.0,239,1,1266.23,1,1,4,114,Others
14107.0,52,7,2703.23,3,5,5,355,New Customers
14108.0,31,2,597.9100000000001,4,3,3,433,Others
14109.0,73,1,144.2,2,1,1,211,Others
14110.0,4,12,5683.1500000000015,5,5,5,555,Champions
14111.0,14,4,692.85,4,4,3,443,Others
14112.0,23,7,2915.15,4,5,5,455,Potential Loyalists
14113.0,4,4,1840.4199999999998,5,4,4,544,Loyal Customers
14114.0,274,2,386.53,1,3,2,132,Others
14116.0,20,5,1382.7399999999998,4,4,4,444,Others
14117.0,144,1,90.0,2,1,1,211,Others
14121.0,4,4,2780.15,5,4,5,545,Others
14124.0,84,1,419.58000000000004,2,1,2,212,Others
14125.0,11,3,2740.4300000000003,5,3,5,535,Others
14126.0,8,3,706.1300000000001,5,3,3,533,Others
14127.0,123,3,709.7099999999999,2,3,3,233,Others
14128.0,61,2,637.5000000000002,3,3,3,333,Others
14129.0,2,5,1123.8600000000001,5,4,4,544,Loyal Customers
14130.0,319,1,483.86,1,1,2,112,Others
14132.0,2,11,3586.0299999999997,5,5,5,555,Champions
14133.0,130,3,605.6399999999999,2,3,3,233,Others
14135.0,2,15,4690.3099999999995,5,5,5,555,Champions
14138.0,2,2,982.3800000000002,5,3,4,534,Others
14139.0,46,1,415.81999999999994,3,1,2,312,Others
14140.0,4,2,935.05,5,3,3,533,Others
14141.0,3,4,915.1300000000001,5,4,3,543,Others
14142.0,373,1,311.81,1,1,2,112,Others
14143.0,134,1,115.8,2,1,1,211,Others
14145.0,47,4,3742.2,3,4,5,345,Others
14146.0,9,5,4191.0,5,4,5,545,Others
14147.0,78,2,483.4,2,3,2,232,Others
14148.0,234,1,157.2,1,1,1,111,Lost Customers
14149.0,221,1,446.62000000000006,1,1,2,112,Others
14150.0,36,2,658.64,3,3,3,333,Others
14152.0,75,2,621.29,2,3,3,233,Others
14154.0,239,2,1345.62,1,3,4,134,Others
14155.0,266,1,118.75,1,1,1,111,Lost Customers
14156.0,10,55,117379.63,5,5,5,555,Champions
14157.0,20,2,432.88,4,3,2,432,Others
14158.0,40,1,507.65999999999997,3,1,3,313,Others
14159.0,20,11,4693.01,4,5,5,455,Potential Loyalists
14161.0,216,3,1110.52,1,3,4,134,Others
14162.0,174,2,289.36,2,3,2,232,Others
14163.0,87,4,2445.9100000000003,2,4,5,245,Others
14164.0,71,2,1631.7700000000004,3,3,4,334,Others
14165.0,276,1,122.54,1,1,1,111,Lost Customers
14167.0,39,4,574.84,3,4,3,343,Others
14171.0,98,1,363.79,2,1,2,212,Others
14173.0,11,4,450.8400000000001,5,4,2,542,Others
14174.0,33,1,134.46,3,1,1,311,Others
14175.0,60,3,3222.3,3,3,5,335,Others
14176.0,297,4,576.9,1,4,3,143,Others
14177.0,86,4,559.4100000000001,2,4,3,243,Others
14178.0,9,7,1620.9300000000003,5,5,4,554,Others
14179.0,41,2,719.78,3,3,3,333,Others
14180.0,11,25,4748.52,5,5,5,555,Champions
14184.0,67,1,452.89,3,1,2,312,Others
14185.0,331,1,197.65,1,1,1,111,Lost Customers
14188.0,31,6,2054.36,4,5,4,454,Others
14189.0,2,15,4654.08,5,5,5,555,Champions
14191.0,2,13,4684.76,5,5,5,555,Champions
14193.0,68,2,853.3900000000001,3,3,3,333,Others
14194.0,5,21,11349.52,5,5,5,555,Champions
14195.0,202,2,1011.9999999999998,1,3,4,134,Others
14196.0,107,1,335.52,2,1,2,212,Others
14198.0,18,4,701.4,4,4,3,443,Others
14199.0,218,1,185.39999999999998,1,1,1,111,Lost Customers
14201.0,60,7,747.4400000000002,3,5,3,353,Others
14204.0,2,1,161.02999999999994,5,1,1,511,Others
14205.0,17,2,466.70000000000005,4,3,2,432,Others
14206.0,239,1,328.15999999999997,1,1,2,112,Others
14208.0,95,1,151.73999999999998,2,1,1,211,Others
14209.0,11,6,2073.4300000000003,5,5,5,555,Champions
14210.0,106,6,1905.8400000000001,2,5,4,254,Others
14211.0,53,9,2241.1000000000004,3,5,5,355,New Customers
14212.0,90,1,1070.48,2,1,4,214,Others
14214.0,31,5,1004.3800000000001,4,4,4,444,Others
14215.0,12,6,1789.72,5,5,4,554,Others
14216.0,3,4,1839.3000000000002,5,4,4,544,Loyal Customers
14217.0,2,17,2004.9799999999998,5,5,4,554,Others
14218.0,43,1,169.48000000000002,3,1,1,311,Others
14219.0,4,1,89.94,5,1,1,511,Others
14220.0,247,2,632.3999999999999,1,3,3,133,Others
14221.0,42,9,3432.8,3,5,5,355,New Customers
14222.0,177,1,683.1700000000001,2,1,3,213,Others
14223.0,92,3,991.1300000000001,2,3,4,234,Others
14224.0,110,4,1050.1200000000001,2,4,4,244,Others
14226.0,29,5,2232.19,4,4,5,445,Others
14227.0,26,10,3350.96,4,5,5,455,Potential Loyalists
14229.0,52,3,1547.2,3,3,4,334,Others
14231.0,184,3,925.71,1,3,3,133,Others
14232.0,43,5,2048.07,3,4,4,344,Others
14233.0,49,4,1462.7200000000003,3,4,4,344,Others
14234.0,22,4,775.4600000000003,4,4,3,443,Others
14235.0,75,5,3144.86,2,4,5,245,Others
14236.0,81,2,490.86,2,3,3,233,Others
14237.0,373,1,161.00000000000003,1,1,1,111,Lost Customers
14238.0,326,1,146.85,1,1,1,111,Lost Customers
14239.0,43,11,2380.8500000000004,3,5,5,355,New Customers
14240.0,30,2,890.3400000000001,4,3,3,433,Others
14241.0,184,1,213.70000000000005,1,1,1,111,Lost Customers
14242.0,235,2,280.55,1,3,2,132,Others
14243.0,9,10,2588.7699999999995,5,5,5,555,Champions
14245.0,220,2,1693.4499999999998,1,3,4,134,Others
14246.0,111,3,1474.0600000000002,2,3,4,234,Others
14247.0,278,1,136.76999999999998,1,1,1,111,Lost Customers
14248.0,318,1,302.58,1,1,2,112,Others
14250.0,7,3,1904.05,5,3,4,534,Others
14251.0,2,5,2879.7,5,4,5,545,Others
14256.0,260,2,969.06,1,3,4,134,Others
14257.0,64,5,3099.7200000000003,3,4,5,345,Others
14258.0,9,9,12669.98,5,5,5,555,Champions
14259.0,142,1,120.0,2,1,1,211,Others
14261.0,51,2,1163.45,3,3,4,334,Others
14262.0,8,8,2618.2299999999996,5,5,5,555,Champions
14264.0,155,2,333.97,2,3,2,232,Others
14265.0,109,2,530.18,2,3,3,233,Others
14267.0,163,3,1516.24,2,3,4,234,Others
14270.0,332,1,492.65,1,1,3,113,Others
14271.0,226,1,112.32,1,1,1,111,Lost Customers
14272.0,74,2,437.96000000000004,2,3,2,232,Others
14273.0,51,4,559.97,3,4,3,343,Others
14276.0,99,3,1119.7400000000002,2,3,4,234,Others
14277.0,15,3,4216.2,4,3,5,435,Others
14280.0,197,1,134.04,1,1,1,111,Lost Customers
14282.0,3,15,3729.34,5,5,5,555,Champions
14284.0,31,2,595.25,4,3,3,433,Others
14285.0,21,4,1910.0100000000002,4,4,4,444,Others
14286.0,24,3,4628.75,4,3,5,435,Others
14287.0,8,3,176.63,5,3,1,531,Others
14288.0,213,1,426.6,1,1,2,112,Others
14289.0,9,6,911.26,5,5,3,553,Others
14290.0,11,5,2314.6499999999996,5,4,5,545,Others
14291.0,2,11,3883.25,5,5,5,555,Champions
14292.0,8,9,4871.929999999999,5,5,5,555,Champions
14293.0,3,4,1046.56,5,4,4,544,Loyal Customers
14295.0,40,1,166.2,3,1,1,311,Others
14297.0,18,4,1305.3299999999997,4,4,4,444,Others
14298.0,8,44,51527.299999999996,5,5,5,555,Champions
14299.0,8,9,3965.62,5,5,5,555,Champions
14300.0,19,1,43.2,4,1,1,411,Others
14301.0,117,1,640.1400000000001,2,1,3,213,Others
14304.0,223,1,383.45000000000005,1,1,2,112,Others
14305.0,71,3,1858.9600000000003,3,3,4,334,Others
14306.0,51,2,2093.3199999999997,3,3,5,335,Others
14307.0,89,6,2995.72,2,5,5,255,Others
14309.0,8,9,2352.53,5,5,5,555,Champions
14311.0,243,1,310.26,1,1,2,112,Others
14312.0,47,6,1611.59,3,5,4,354,Others
14314.0,107,1,120.0,2,1,1,211,Others
14315.0,45,6,2481.13,3,5,5,355,New Customers
14317.0,65,1,508.58,3,1,3,313,Others
14320.0,207,2,477.78999999999996,1,3,2,132,Others
14321.0,11,5,1530.7500000000002,5,4,4,544,Loyal Customers
14323.0,115,2,605.0600000000001,2,3,3,233,Others
14326.0,242,1,183.85000000000002,1,1,1,111,Lost Customers
14327.0,163,1,311.65000000000003,2,1,2,212,Others
14329.0,17,7,5014.839999999999,4,5,5,455,Potential Loyalists
14331.0,124,2,462.65999999999997,2,3,2,232,Others
14332.0,23,3,866.3100000000001,4,3,3,433,Others
14333.0,68,1,415.2,3,1,2,312,Others
14334.0,17,8,2552.2100000000005,4,5,5,455,Potential Loyalists
14335.0,16,2,468.25999999999993,4,3,2,432,Others
14336.0,17,4,1614.91,4,4,4,444,Others
14338.0,161,2,588.2199999999999,2,3,3,233,Others
14339.0,243,1,309.52,1,1,2,112,Others
14340.0,219,1,134.7,1,1,1,111,Lost Customers
14341.0,45,8,2182.28,3,5,5,355,New Customers
14342.0,21,4,668.5600000000002,4,4,3,443,Others
14344.0,127,8,889.9300000000002,2,5,3,253,Others
14345.0,39,1,108.97999999999999,3,1,1,311,Others
14346.0,121,2,1021.58,2,3,4,234,Others
14348.0,260,1,409.57,1,1,2,112,Others
14349.0,10,1,133.5,5,1,1,511,Others
14350.0,274,1,282.92999999999995,1,1,2,112,Others
14351.0,165,1,51.0,2,1,1,211,Others
14352.0,157,4,1078.9600000000003,2,4,4,244,Others
14353.0,215,1,90.6,1,1,1,111,Lost Customers
14354.0,6,2,163.62,5,3,1,531,Others
14355.0,366,1,174.4,1,1,1,111,Lost Customers
14356.0,80,2,701.23,2,3,3,233,Others
14357.0,43,1,225.76999999999998,3,1,1,311,Others
14359.0,19,3,912.1800000000001,4,3,3,433,Others
14360.0,32,4,2128.2300000000005,4,4,5,445,Others
14362.0,22,1,161.2,4,1,1,411,Others
14364.0,109,8,3717.35,2,5,5,255,Others
14367.0,8,16,9261.52,5,5,5,555,Champions
14368.0,320,1,155.0,1,1,1,111,Lost Customers
14371.0,295,1,100.5,1,1,1,111,Lost Customers
14373.0,358,1,76.55,1,1,1,111,Lost Customers
14375.0,185,1,257.68,1,1,2,112,Others
14377.0,191,2,617.05,1,3,3,133,Others
14379.0,44,2,348.1,3,3,2,332,Others
14381.0,52,1,202.68,3,1,1,311,Others
14382.0,26,1,626.07,4,1,3,413,Others
14383.0,38,3,1247.69,3,3,4,334,Others
14385.0,9,3,202.10999999999999,5,3,1,531,Others
14386.0,297,1,142.4,1,1,1,111,Lost Customers
14387.0,33,3,1770.5600000000002,3,3,4,334,Others
14388.0,10,8,3212.84,5,5,5,555,Champions
14389.0,65,2,1043.46,3,3,4,334,Others
14390.0,10,9,4652.82,5,5,5,555,Champions
14393.0,218,1,67.94999999999999,1,1,1,111,Lost Customers
14395.0,2,9,3507.71,5,5,5,555,Champions
14396.0,65,2,487.99000000000007,3,3,2,332,Others
14397.0,3,19,2612.96,5,5,5,555,Champions
14400.0,149,1,574.6999999999999,2,1,3,213,Others
14401.0,4,13,4051.4799999999996,5,5,5,555,Champions
14403.0,130,4,1475.8100000000002,2,4,4,244,Others
14404.0,34,6,1474.32,3,5,4,354,Others
14406.0,119,1,156.75,2,1,1,211,Others
14407.0,107,6,2157.73,2,5,5,255,Others
14408.0,11,7,2606.53,5,5,5,555,Champions
14409.0,71,6,2059.4500000000003,3,5,5,355,New Customers
14410.0,92,9,1105.07,2,5,4,254,Others
14411.0,311,1,1063.0,1,1,4,114,Others
14412.0,43,2,770.0300000000001,3,3,3,333,Others
14413.0,362,1,122.7,1,1,1,111,Lost Customers
14414.0,92,7,1496.98,2,5,4,254,Others
14415.0,1,13,5900.280000000001,5,5,5,555,Champions
14416.0,22,2,490.2200000000001,4,3,3,433,Others
14418.0,4,3,1937.25,5,3,4,534,Others
14419.0,11,6,1058.06,5,5,4,554,Others
14420.0,99,1,387.52,2,1,2,212,Others
14421.0,57,2,813.1100000000001,3,3,3,333,Others
14422.0,1,6,4263.639999999999,5,5,5,555,Champions
14423.0,218,1,265.2,1,1,2,112,Others
14424.0,18,1,322.08,4,1,2,412,Others
14426.0,24,10,4481.67,4,5,5,455,Potential Loyalists
14427.0,50,2,363.34000000000003,3,3,2,332,Others
14428.0,7,5,1244.83,5,4,4,544,Loyal Customers
14431.0,303,1,470.36,1,1,2,112,Others
14432.0,10,6,2255.51,5,5,5,555,Champions
14434.0,22,6,1372.8,4,5,4,454,Others
14436.0,99,1,89.06,2,1,1,211,Others
14437.0,366,1,63.0,1,1,1,111,Lost Customers
14438.0,306,1,131.9,1,1,1,111,Lost Customers
14439.0,320,1,2661.24,1,1,5,115,Others
14440.0,8,5,2357.6800000000003,5,4,5,545,Others
14441.0,1,4,1712.8900000000003,5,4,4,544,Loyal Customers
14442.0,205,2,1589.82,1,3,4,134,Others
14443.0,54,4,1420.2,3,4,4,344,Others
14446.0,1,4,1039.58,5,4,4,544,Loyal Customers
14447.0,19,5,1163.2300000000002,4,4,4,444,Others
14448.0,9,2,375.35,5,3,2,532,Others
14449.0,19,4,907.1,4,4,3,443,Others
14450.0,181,3,483.24999999999994,1,3,2,132,Others
14451.0,60,2,662.59,3,3,3,333,Others
14452.0,11,2,264.44,5,3,2,532,Others
14453.0,190,1,119.93,1,1,1,111,Lost Customers
14456.0,5,9,3062.3999999999996,5,5,5,555,Champions
14457.0,311,1,113.64,1,1,1,111,Lost Customers
14459.0,155,1,1837.92,2,1,4,214,Others
14460.0,110,3,434.34000000000003,2,3,2,232,Others
14461.0,148,3,2103.0599999999995,2,3,5,235,Others
14462.0,66,11,2004.02,3,5,4,354,Others
14463.0,98,3,529.62,2,3,3,233,Others
14465.0,247,3,1058.62,1,3,4,134,Others
14466.0,29,7,2272.4,4,5,5,455,Potential Loyalists
14467.0,18,4,598.76,4,4,3,443,Others
14470.0,12,2,461.19000000000005,5,3,2,532,Others
